Rank,School Name,Annual ROI,Total 4 Year Cost,Graduation Rate,Typical Years to Graduate,Average Loan Amount
1257,University of Pittsburgh - Greensburg Campus(In-State),3.3,106000,53,5,28200
1273,"Bethel College - North Newton, KS(Private)",3.2,143000,58,4,23400
1273,Chicago State University (CSU)(Out-of-State),3.2,121000,19,6,27900
1273,College of Mount St. Joseph(Private),3.2,147000,53,4,30900
1273,"Concordia University - Portland, OR(Private)",3.2,156000,55,5,28000
1273,Eckerd College(Private),3.2,211000,66,4,30400
1273,Emporia State University(Out-of-State),3.2,117000,39,5,22900
1273,Franklin Pierce University(Private),3.2,187000,46,4,33600
1273,Indiana University (IU) - New Albany(Out-of-State),3.2,124000,32,5,21300
1273,Juniata College(Private),3.2,201000,78,4,30400
1273,Mount Mercy University(Private),3.2,159000,72,4,41300
1273,Nebraska Wesleyan University (NWU)(Private),3.2,160000,69,4,30500
1273,Palm Beach Atlantic University (PBAU)(Private),3.2,159000,55,4,27800
1273,Philadelphia University(Private),3.2,202000,66,4,33700
1273,Salve Regina University(Private),3.2,202000,67,4,32500
1273,Samford University(Private),3.2,166000,66,4,39700
1273,Shenandoah University(Private),3.2,175000,55,4,38900
1273,"The College of St. Catherine - St. Paul, Minnesota(Private)",3.2,188000,59,5,30600
1273,Tiffin University(Private),3.2,142000,39,4,32500
1273,University of Bridgeport (UB)(Private),3.2,202000,30,4,32900
1273,University of North Carolina at Asheville (UNCA)(In-State),3.2,76700,64,5,23400
1273,University of South Carolina - Main Campus(Out-of-State),3.2,173000,73,4,28200
1273,University of Southern Maine (USM)(Out-of-State),3.2,137000,32,5,28400
1273,University of Tennessee at Chattanooga (UTC)(Out-of-State),3.2,147000,40,5,21100
1273,Waynesburg University(Private),3.2,128000,59,4,33500
1273,West Georgia College(Out-of-State),3.2,127000,41,5,25900
1273,William Jessup University(Private),3.2,157000,67,4,25500
1273,William Smith College(Private),3.2,244000,79,4,31000
1300,Alverno College(Private),3.1,141000,36,5,25500
1300,Campbell University(Private),3.1,174000,51,4,30700
1300,"Dickinson College - Carlisle, PA(Private)",3.1,245000,84,4,25900
1300,Edinboro University of Pennsylvania(In-State),3.1,83800,45,5,29700
1300,"Fairleigh Dickinson University (FDU) - Teaneck, NJ(Private)",3.1,209000,48,4,32300
1300,Florida Gulf Coast University(Out-of-State),3.1,155000,49,5,28200
1300,Huntingdon College(Private),3.1,138000,45,4,29200
1300,Lebanon Valley College(Private),3.1,200000,75,4,41200
1300,Lock Haven University(In-State),3.1,89600,47,5,30600
1300,Millsaps College(Private),3.1,191000,64,4,29700
1300,Murray State University(Out-of-State),3.1,126000,52,5,30200
1300,Northwest Nazarene University(Private),3.1,148000,52,5,29400
1300,Plymouth State University(Out-of-State),3.1,137000,58,4,35200
1300,Saint Bonaventure University(Private),3.1,172000,68,4,32500
1300,"Saint Mary's College - Notre Dame, IN(Private)",3.1,194000,81,4,28800
1300,University of Dallas(Private),3.1,197000,70,4,33600
1300,University of Nebraska at Kearney(Out-of-State),3.1,105000,56,5,22000
1300,University of West Florida (UWF)(Out-of-State),3.1,131000,51,5,23100
1300,"Wayne State College - Wayne, NE(Out-of-State)",3.1,80000,49,5,21600
1300,Western Maryland College(Private),3.1,197000,68,4,33100
1300,Wheeling Jesuit University(Private),3.1,149000,64,4,30900
1300,"Wilmington College - Wilmington, OH(Private)",3.1,160000,47,4,32900
1300,"Wofford College - Spartanburg, SC(Private)",3.1,203000,78,4,31900
1323,Albright College(Private),3,202000,53,4,40000
1323,Austin Peay State University(Out-of-State),3,146000,37,5,22400
1323,Central Methodist University - College of Liberal Arts & Sciences(Private),3,134000,52,4,28700
1323,Centre College of Kentucky(Private),3,195000,82,4,27100
1323,"Concordia University - River Forest, IL(Private)",3,158000,58,4,26300
1323,Delta State University(In-State),3,73800,32,5,28700
1323,Grambling State University(In-State),3,93800,30,5,30300
1323,Hood College(Private),3,197000,71,4,35400
1323,Marymount Manhattan College(Private),3,198000,44,4,31800
1323,Maryville University of Saint Louis(Private),3,174000,66,4,45500
1323,Occidental College(Private),3,256000,85,4,27500
1323,Pine Manor College(Private),3,166000,35,5,29700
1323,Principia College(Private),3,156000,88,4,22200
1323,Saint Francis University(Private),3,183000,72,4,36500
1323,St. Ambrose University(Private),3,163000,57,4,34300
1323,Transylvania University(Private),3,178000,70,4,27000
1323,University of Montana(Out-of-State),3,139000,48,5,24500
1323,University of New England (UNE)(Private),3,202000,57,4,47500
1323,Whitworth University(Private),3,197000,75,4,29500
1342,Alvernia University(Private),2.9,176000,53,4,37400
1342,Avila University(Private),2.9,147000,49,5,27700
1342,Canisius College(Private),2.9,193000,68,4,31600
1342,Champlain College(Private),2.9,194000,57,4,35000
1342,Endicott College(Private),2.9,184000,73,4,38300
1342,Evergreen State College(Out-of-State),2.9,140000,56,4,23200
1342,Franciscan University of Steubenville(Private),2.9,140000,76,4,24100
1342,Lesley University(Private),2.9,184000,58,4,42900
1342,Liberty University(Private),2.9,135000,51,5,28300
1342,Longwood University(Out-of-State),2.9,151000,66,4,28400
1342,Lubbock Christian University(Private),2.9,126000,43,4,29100
1342,Saint Edward's University(Private),2.9,196000,67,4,33500
1342,"Simpson College - Indianola, IA(Private)",2.9,175000,73,4,34300
1342,The College of Idaho(Private),2.9,145000,60,4,26200
1342,University of Maine at Fort Kent (UMFK)(Out-of-State),2.9,98400,50,5,24800
1342,University of North Carolina at Wilmington (UNCW)(Out-of-State),2.9,135000,71,4,22800
1342,University of Tampa(Private),2.9,159000,62,4,29500
1342,University of Wisconsin (UW) - Green Bay Campus(Out-of-State),2.9,103000,51,5,26100
1342,Virginia State University (VSU)(Out-of-State),2.9,122000,42,5,27500
1342,Webster University(Private),2.9,166000,64,4,23900
1342,West Liberty University(In-State),2.9,81100,40,5,35600
1363,"Allegheny College - Meadville, PA(Private)",2.8,213000,78,4,33800
1363,Alma College(Private),2.8,181000,61,4,32600
1363,Averett University(Private),2.8,160000,33,4,48200
1363,Bellarmine University(Private),2.8,212000,68,4,30500
1363,Benedictine College(Private),2.8,156000,60,4,27200
1363,California Baptist University(Private),2.8,170000,55,4,36800
1363,Carthage College(Private),2.8,197000,61,4,35000
1363,Central College(Private),2.8,183000,68,4,31600
1363,Chaminade University(Private),2.8,144000,49,5,24900
1363,Davidson College(Private),2.8,236000,93,4,28500
1363,East Stroudsburg University (ESU)(Out-of-State),2.8,127000,56,5,35600
1363,Eureka College(Private),2.8,123000,53,4,29500
1363,Heidelberg University(Private),2.8,156000,47,4,33400
1363,LaGrange College(Private),2.8,163000,53,4,37400
1363,MacMurray College(Private),2.8,133000,29,4,33400
1363,Mercer University(Private),2.8,193000,63,4,32800
1363,Middle Tennessee State University (MTSU)(Out-of-State),2.8,146000,46,5,22900
1363,Ohio Dominican University(Private),2.8,170000,43,4,29600
1363,Oklahoma Baptist University (OBU)(Private),2.8,136000,51,4,27000
1363,"Regis College - Weston, MA(Private)",2.8,207000,45,4,38700
1363,Silver Lake College(Private),2.8,147000,39,4,25400
1363,Tennessee Wesleyan College(Private),2.8,127000,43,4,22500
1363,"Vassar College - Poughkeepsie, NY(Private)",2.8,250000,92,4,20300
1386,Andrews University(Private),2.7,144000,59,5,27000
1386,"Augustana College - Rock Island, IL(Private)",2.7,192000,74,4,28100
1386,Carlow University(Private),2.7,156000,60,4,30500
1386,Castleton State College(In-State),2.7,88900,49,4,35600
1386,Centenary College(Private),2.7,177000,61,4,31700
1386,Georgia Southwestern State University(Out-of-State),2.7,117000,32,5,24900
1386,Gustavus Adolphus College(Private),2.7,203000,81,4,36300
1386,Hope College(Private),2.7,162000,80,4,30700
1386,Kalamazoo College(Private),2.7,207000,82,4,30600
1386,Long Island University - C W Post Campus(Private),2.7,205000,41,5,30500
1386,"Monmouth College - Monmouth, IL(Private)",2.7,172000,56,4,30500
1386,Morehead State University (Kentucky)(In-State),2.7,76900,43,5,24200
1386,Scripps College(Private),2.7,250000,87,4,19100
1386,Spelman College(Private),2.7,173000,74,4,34600
1386,Texas Lutheran University(Private),2.7,155000,44,4,29800
1386,Tusculum College(Private),2.7,143000,36,5,26600
1386,University of Maine at Farmington (UMF)(In-State),2.7,85700,54,4,27900
1386,Xavier University of Louisiana(Private),2.7,129000,44,5,28300
1404,Auburn University - Montgomery(Out-of-State),2.6,125000,22,5,23400
1404,Birmingham Southern College(Private),2.6,185000,64,4,28900
1404,Cornerstone University(Private),2.6,146000,45,5,33000
1404,Covenant College(Private),2.6,164000,57,4,30700
1404,"Crown College - St. Bonifacius, MN(Private)",2.6,143000,57,4,32200
1404,Fisk University(Private),2.6,146000,40,4,47900
1404,Hanover College(Private),2.6,180000,69,4,25600
1404,"Johnson & Wales University (JWU) - Providence, RI(Private)",2.6,172000,57,4,36700
1404,Morningside College(Private),2.6,156000,54,4,33400
1404,Northwest Christian University(Private),2.6,151000,66,4,27800
1404,Point Park University(Private),2.6,161000,58,4,32500
1404,Rochester College(Private),2.6,118000,45,5,36800
1404,Rockford College(Private),2.6,158000,45,5,34900
1404,Spring Arbor University(Private),2.6,139000,54,5,30600
1404,St. Lawrence University(Private),2.6,242000,85,4,21500
1404,University of North Carolina at Pembroke (UNCP)(In-State),2.6,70600,34,5,20900
1404,West Virginia Wesleyan College (WVWC)(Private),2.6,165000,58,4,26200
1421,California Institute of the Arts(Private),2.5,243000,70,4,32300
1421,College of Saint Mary(Private),2.5,151000,49,4,27600
1421,Cumberland University(Private),2.5,137000,37,5,22800
1421,Kenyon College(Private),2.5,244000,89,4,21400
1421,Macalester College(Private),2.5,234000,90,4,26300
1421,Midway College(Private),2.5,150000,43,6,35700
1421,New College of Florida(Out-of-State),2.5,172000,69,4,21900
1421,Pacific University(Private),2.5,205000,59,4,32700
1421,St. Olaf College(Private),2.5,210000,89,4,26200
1421,"Westminster College - New Wilmington, PA(Private)",2.5,180000,76,4,40800
1421,Whitman College(Private),2.5,230000,87,4,28800
1421,Willamette University(Private),2.5,224000,77,4,31700
1421,Wisconsin Lutheran College(Private),2.5,148000,61,4,28400
1434,Ball State University (BSU)(Out-of-State),2.4,151000,59,5,29400
1434,"Bluefield College - Bluefield, VA(Private)",2.4,143000,50,4,33900
1434,Capital University(Private),2.4,179000,59,4,33000
1434,"Clark University - Worcester, MA(Private)",2.4,198000,78,4,28300
1434,Coastal Carolina University(Out-of-State),2.4,146000,45,5,35100
1434,Delta State University(Out-of-State),2.4,82900,32,5,28700
1434,Edinboro University of Pennsylvania(Out-of-State),2.4,96000,45,5,29700
1434,Emerson College(Private),2.4,220000,80,4,43100
1434,Grace College and Theological Seminary(Private),2.4,135000,65,4,35400
1434,Grinnell College(Private),2.4,230000,89,4,21600
1434,"Johnson & Wales University - Denver, CO(Private)",2.4,169000,54,4,36200
1434,Johnson State College(In-State),2.4,88600,36,5,29600
1434,Kutztown University of Pennsylvania(Out-of-State),2.4,135000,55,4,33500
1434,Le Moyne-Owen College(Private),2.4,73200,20,5,33000
1434,Lynchburg College(Private),2.4,181000,56,4,31000
1434,Ohio Christian University(Private),2.4,133000,32,4,29700
1434,Saint Vincent College(Private),2.4,176000,74,4,27600
1434,"Simpson University - Redding, CA(Private)",2.4,144000,52,4,27400
1434,"Springfield College - Springfield, MA(Private)",2.4,188000,69,4,40600
1434,"St John's College - Annapolis, MD(Private)",2.4,238000,72,4,25100
1434,"Trinity International University - Deerfield, IL(Private)",2.4,160000,46,4,26100
1434,University of Mobile(Private),2.4,133000,41,5,27700
1434,Utica College(Private),2.4,196000,44,4,44100
1434,Wartburg College(Private),2.4,185000,71,4,33200
1434,Wingate University(Private),2.4,157000,51,4,28900
1459,Belmont University(Private),2.3,177000,70,4,26600
1459,Bethune Cookman University(Private),2.3,108000,50,5,30100
1459,Catawba College(Private),2.3,165000,52,4,30900
1459,"Flagler College - Saint Augustine, FL(Private)",2.3,119000,58,4,31200
1459,Grace University(Private),2.3,119000,55,5,20100
1459,Henderson State University(Out-of-State),2.3,102000,36,5,22300
1459,Midland Lutheran College(Private),2.3,154000,48,4,29400
1459,Minneapolis College of Art and Design(Private),2.3,178000,64,4,30200
1459,Moody Bible Institute(Private),2.3,105000,86,4,33200
1459,Mount Aloysius College(Private),2.3,140000,44,4,35200
1459,Mount Holyoke College(Private),2.3,227000,80,4,20100
1459,New England College(Private),2.3,196000,36,4,34900
1459,North Carolina Central University(Out-of-State),2.3,120000,47,5,30000
1459,Ohio Wesleyan University (OWU)(Private),2.3,225000,66,4,32800
1459,Ouachita Baptist University(Private),2.3,133000,58,4,30800
1459,Pfeiffer University(Private),2.3,153000,35,4,26200
1459,Presbyterian College(Private),2.3,189000,65,4,26600
1459,Reed College(Private),2.3,244000,79,4,15900
1459,SUNY - College at Potsdam(In-State),2.3,86300,54,4,27000
1459,Savannah State University (SSU)(In-State),2.3,65900,28,5,30600
1459,"St. John Fisher College - Rochester, NY(Private)",2.3,169000,72,4,36100
1459,"Union University - Jackson, TN(Private)",2.3,180000,66,4,26900
1459,University of North Carolina at Greensboro (UNCG)(Out-of-State),2.3,133000,56,5,24200
1459,"Wesley College - Dover, DE(Private)",2.3,155000,22,5,34500
1459,Western New Mexico University(In-State),2.3,82500,21,5,26000
1459,Whittier College(Private),2.3,221000,65,4,35000
1485,Centenary College of Louisiana(Private),2.2,187000,52,4,27400
1485,Clark Atlanta University (CAU)(Private),2.2,144000,41,5,35600
1485,"Columbia College - Chicago, IL(Private)",2.2,163000,43,4,32100
1485,"Cornell College - Mount Vernon, IA(Private)",2.2,198000,66,4,30600
1485,"Culinary Institute of America (CIA) - Hyde Park, NY(Private)",2.2,170000,74,N/A,41100
1485,Dillard University(Private),2.2,121000,36,4,33700
1485,Eastern Mennonite University(Private),2.2,170000,62,4,34300
1485,Gallaudet University(Private),2.2,131000,46,5,22900
1485,Goucher College(Private),2.2,216000,64,4,26600
1485,"Greenville College - Greenville, IL(Private)",2.2,140000,48,4,28200
1485,Hope International University(Private),2.2,162000,49,5,27700
1485,Lawrence University(Private),2.2,212000,80,4,28900
1485,"Lee University - Cleveland, TN(Private)",2.2,107000,54,4,28800
1485,Lincoln Memorial University(Private),2.2,139000,47,6,20200
1485,"Mount Mary College - Milwaukee, WI(Private)",2.2,156000,49,5,23400
1485,SUNY - College at Cortland(Out-of-State),2.2,130000,67,4,28300
1485,SUNY - College of Agriculture and Technology at Cobleskill(Out-of-State),2.2,130000,36,4,26700
1485,Southern Oregon University(Out-of-State),2.2,141000,40,5,24700
1485,University of Arkansas - Pine Bluff Campus(Out-of-State),2.2,90800,27,5,24800
1485,University of the Ozarks(Private),2.2,145000,48,4,31000
1485,Valley City State University(Out-of-State),2.2,101000,48,5,25200
1485,Washington & Jefferson College(Private),2.2,212000,76,4,42600
1507,College of New Rochelle(Private),2.1,194000,29,5,23700
1507,Drew University(Private),2.1,241000,62,4,22600
1507,Francis Marion University(Out-of-State),2.1,123000,41,5,27800
1507,"King's College - Wilkes Barre, PA(Private)",2.1,186000,62,4,35800
1507,"Lincoln University - Jefferson City, MO(Out-of-State)",2.1,91800,25,5,27200
1507,Methodist University(Private),2.1,194000,34,5,52100
1507,Rhodes College(Private),2.1,218000,80,4,25500
1507,Southwest Baptist University(Private),2.1,123000,49,4,29500
1507,University of Charleston (West Virginia)(Private),2.1,140000,35,4,30200
1507,University of West Alabama(In-State),2.1,74100,33,5,24000
1507,Webber International University(Private),2.1,151000,30,5,28800
1507,Western Oregon University(Out-of-State),2.1,143000,47,5,26600
1519,Alabama State University (ASU)(In-State),2,72400,26,5,27500
1519,Bryn Mawr College(Private),2,243000,82,4,23600
1519,Cedar Crest College(Private),2,184000,69,4,33100
1519,"College of Saint Benedict (CSB) - Saint Joseph, MN(Private)",2,203000,81,4,38200
1519,Concord University(Out-of-State),2,103000,34,5,21900
1519,Corban University School of Ministry(Private),2,164000,56,4,30700
1519,Franklin College(Private),2,162000,61,4,32500
1519,Freed-Hardeman University(Private),2,133000,52,4,19700
1519,Georgia College & State University (GCSU)(Out-of-State),2,170000,61,4,24300
1519,Jackson State University (JSU)(In-State),2,83800,43,5,32300
1519,Malone University(Private),2,154000,51,4,28500
1519,Mississippi University for Women(Out-of-State),2,107000,39,5,22400
1519,Muskingum University(Private),2,146000,53,4,35200
1519,Rollins College(Private),2,245000,71,4,30600
1519,South Carolina State University(Out-of-State),2,146000,38,5,41100
1519,Western State Colorado University(Out-of-State),2,123000,36,5,28400
1519,Winthrop University(Out-of-State),2,154000,51,4,30300
1536,"Bethel College - Mishawaka, IN(Private)",1.9,146000,70,4,29300
1536,Coe College(Private),1.9,193000,70,4,28400
1536,Drury University(Private),1.9,143000,63,4,24300
1536,Glenville State College(Out-of-State),1.9,120000,32,5,24800
1536,"Judson College - Marion, AL(Private)",1.9,117000,43,4,22900
1536,Kansas Wesleyan University (KWU)(Private),1.9,149000,33,4,33100
1536,Lander University(Out-of-State),1.9,126000,45,5,26700
1536,Lenoir-Rhyne University(Private),1.9,177000,54,4,26900
1536,Luther College(Private),1.9,196000,82,4,33000
1536,Mansfield University of Pennsylvania(Out-of-State),1.9,136000,53,4,33700
1536,Missouri Baptist University(Private),1.9,136000,44,5,27100
1536,Reinhardt University(Private),1.9,133000,38,5,24100
1536,Rocky Mountain College(Private),1.9,145000,42,5,27500
1536,SUNY - College at Buffalo(Out-of-State),1.9,126000,45,5,26400
1536,The College of Wooster(Private),1.9,218000,76,4,27800
1536,"Wheaton College - Norton, MA(Private)",1.9,238000,77,4,29100
1552,Central State University(In-State),1.8,72000,22,5,29000
1552,Chestnut Hill College(Private),1.8,183000,47,4,34200
1552,Colorado College (CC)(Private),1.8,236000,86,4,21200
1552,"Concordia College - Moorhead, MN(Private)",1.8,174000,72,4,37100
1552,Florida Southern College(Private),1.8,168000,65,4,25400
1552,Georgian Court University(Private),1.8,177000,48,5,30500
1552,"Gordon College - Wenham, MA(Private)",1.8,182000,72,4,30800
1552,Goshen College(Private),1.8,165000,72,4,26900
1552,Lycoming College(Private),1.8,190000,62,4,35900
1552,Lyndon State College(In-State),1.8,88700,37,5,32000
1552,Medaille College(Private),1.8,153000,44,4,31800
1552,Millikin University(Private),1.8,168000,61,4,31200
1552,Mills College(Private),1.8,232000,72,4,26100
1552,SUNY - Fredonia(Out-of-State),1.8,127000,67,4,31600
1552,Stephens College(Private),1.8,169000,49,4,36800
1552,Valdosta State University (VSU)(Out-of-State),1.8,124000,39,5,20200
1568,Adams State College(Out-of-State),1.7,123000,21,5,25500
1568,Anna Maria College(Private),1.7,197000,40,4,42600
1568,Black Hills State University(In-State),1.7,74300,33,5,25400
1568,Cleveland Institute of Art(Private),1.7,217000,65,4,49600
1568,Delaware Valley College(Private),1.7,193000,58,4,43100
1568,Faulkner University(Private),1.7,124000,31,5,25500
1568,Iowa Wesleyan College(Private),1.7,156000,32,4,32000
1568,"Johnson & Wales University - Charlotte, NC(Private)",1.7,171000,60,5,36600
1568,"Judson University - Elgin, IL(Private)",1.7,161000,50,5,32800
1568,"Loyola University - New Orleans, LA(Private)",1.7,207000,62,4,29000
1568,Lyon College(Private),1.7,140000,49,4,25600
1568,Milwaukee Institute of Art & Design(Private),1.7,176000,54,4,30600
1568,Norfolk State University(Out-of-State),1.7,139000,33,5,31300
1568,North Adams State College(Out-of-State),1.7,123000,52,4,20800
1568,Roanoke College(Private),1.7,209000,64,4,33900
1568,Sewanee: The University of the South(Private),1.7,196000,79,4,20300
1568,Smith College(Private),1.7,245000,87,4,19400
1568,West Virginia State University(Out-of-State),1.7,109000,25,6,26600
1586,"Bethany College - Bethany, WV(Private)",1.6,157000,47,4,37600
1586,"Carroll University - Waukesha, WI(Private)",1.6,163000,61,4,32300
1586,Fayetteville State University(In-State),1.6,57500,35,5,22600
1586,Illinois College(Private),1.6,160000,75,4,30500
1586,Olivet College(Private),1.6,139000,39,4,32600
1586,Stetson University(Private),1.6,218000,61,4,31900
1586,Sul Ross State University(Out-of-State),1.6,108000,28,5,25500
1586,Sweet Briar College(Private),1.6,198000,65,4,32400
1586,The Sage Colleges(Private),1.6,171000,59,4,26500
1586,The University of Tennessee at Martin (UT Martin)(Out-of-State),1.6,130000,47,5,22200
1586,University of Pittsburgh - Greensburg Campus(Out-of-State),1.6,148000,53,5,28200
1586,Wiley College(Private),1.6,85900,20,6,26900
1598,Barton College(Private),1.5,161000,44,4,26800
1598,Bridgewater College(Private),1.5,176000,61,4,30600
1598,Calvary Bible College and Theological Seminary(Private),1.5,74000,48,5,16500
1598,Erskine College and Seminary(Private),1.5,190000,48,4,27500
1598,Houghton College(Private),1.5,161000,76,4,32100
1598,Lasell College(Private),1.5,187000,57,4,31300
1598,Lock Haven University(Out-of-State),1.5,123000,47,5,30600
1598,Oral Roberts University (ORU)(Private),1.5,149000,53,4,36500
1598,Pitzer College(Private),1.5,250000,84,4,18200
1598,Quincy University(Private),1.5,158000,49,4,26700
1598,"Randolph-Macon Woman's College - Lynchburg, VA(Private)",1.5,188000,41,4,32000
1598,"Union College - Barbourville, KY(Private)",1.5,138000,32,5,26200
1610,Atlanta Christian College(Private),1.4,111000,37,5,28200
1610,Bay Path College(Private),1.4,180000,63,4,40800
1610,College of Charleston(Out-of-State),1.4,174000,67,4,27100
1610,East Texas Baptist University (ETBU)(Private),1.4,134000,38,4,27000
1610,Howard Payne University(Private),1.4,139000,45,4,29400
1610,Newbury College(Private),1.4,181000,35,4,31800
1610,Oberlin College(Private),1.4,253000,88,4,23700
1610,University of Hawaii at Hilo(Out-of-State),1.4,123000,38,5,27900
1618,Bard College(Private),1.3,254000,75,4,29100
1618,Cincinnati Christian University(Private),1.3,113000,36,6,23200
1618,Cornish College of The Arts(Private),1.3,198000,50,4,34400
1618,Defiance College(Private),1.3,170000,49,4,36100
1618,Earlham College(Private),1.3,215000,72,4,27400
1618,East Tennessee State University (ETSU)(Out-of-State),1.3,157000,43,5,22700
1618,Elizabeth City State University (ECSU)(In-State),1.3,51600,39,5,19500
1618,Gardner-Webb University(Private),1.3,154000,54,4,28900
1618,"Georgetown College - Georgetown, KY(Private)",1.3,178000,55,4,29500
1618,Grambling State University(Out-of-State),1.3,130000,30,5,30300
1618,Greensboro College(Private),1.3,156000,37,5,31800
1618,"Johnson & Wales University - North Miami, FL(Private)",1.3,170000,44,5,33800
1618,Lewis & Clark College(Private),1.3,226000,79,4,25900
1618,Maryland Institute College of Art(Private),1.3,224000,72,4,34200
1618,"Robert Morris University (RMU) - Chicago, IL(Private)",1.3,160000,47,4,29100
1618,Southwestern Assemblies of God University(Private),1.3,127000,41,5,28000
1618,The College of Saint Rose(Private),1.3,172000,66,4,30700
1618,University of Northwestern ��� St. Paul(Private),1.3,160000,67,4,33200
1618,West Liberty University(Out-of-State),1.3,111000,40,5,35600
1637,Ashland University(Private),1.2,151000,57,4,33800
1637,Columbus College of Art And Design(Private),1.2,172000,56,4,36200
1637,Hendrix College(Private),1.2,214000,73,4,29700
1637,Knox College(Private),1.2,199000,80,4,30400
1637,Multnomah University(Private),1.2,143000,54,4,26800
1637,Southeastern University(Private),1.2,134000,42,4,29500
1643,Beaver College(Private),1.1,211000,60,4,40000
1643,Berry College(Private),1.1,176000,62,4,27500
1643,Black Hills State University(Out-of-State),1.1,83300,33,5,25400
1643,Charleston Southern University (CSU)(Private),1.1,145000,34,5,32800
1643,Hamline University(Private),1.1,188000,65,4,30900
1643,Maryville College(Private),1.1,180000,54,4,28800
1643,University of Sioux Falls (USF)(Private),1.1,145000,53,5,32000
1650,Bluffton University(Private),1,169000,60,4,33600
1650,Carson Newman College(Private),1,143000,48,4,25400
1650,Cheyney University of Pennsylvania(In-State),1,94200,26,5,30000
1650,La Roche College(Private),1,156000,43,5,34800
1650,Mount Marty College(Private),1,141000,54,4,29300
1650,Niagara University(Private),1,172000,64,4,34100
1650,Ringling College of Art and Design(Private),1,232000,66,4,35500
1650,San Diego Christian College(Private),1,165000,44,4,35500
1650,San Francisco Art Institute(Private),1,240000,33,4,22300
1650,Southeastern Bible College(Private),1,79700,18,4,26300
1660,"Anderson University - Anderson, IN(Private)",0.9,159000,63,4,28600
1660,Chatham University(Private),0.9,188000,56,4,23500
1660,Elmira College(Private),0.9,206000,58,4,24900
1660,Sarah Lawrence College(Private),0.9,260000,77,4,18000
1660,Spring Hill College(Private),0.9,190000,58,4,27600
1660,Thiel College(Private),0.9,168000,36,4,37200
1660,University of Maine at Farmington (UMF)(Out-of-State),0.9,122000,54,4,27900
1667,Ferrum College(Private),0.8,166000,25,5,30600
1667,"Manchester College - North Manchester, IN(Private)",0.8,162000,55,4,36600
1667,Mary Baldwin College(Private),0.8,164000,43,4,30200
1667,Peace College(Private),0.8,159000,36,4,24300
1667,University of Virginia - Wise(Out-of-State),0.8,149000,46,5,21000
1672,"Clarke University - Dubuque, IA(Private)",0.7,166000,74,4,35300
1672,Notre Dame College(Private),0.7,158000,36,5,30900
1672,Virginia Wesleyan College (VWC)(Private),0.7,181000,48,4,30600
1672,Western New Mexico University(Out-of-State),0.7,114000,21,5,26000
1676,Lake Erie College(Private),0.6,165000,49,4,31100
1676,Life Pacific College(Private),0.6,99400,47,6,21600
1676,Savannah College of Art and Design (SCAD)(Private),0.6,206000,65,4,40100
1676,School of the Art Institute of Chicago(Private),0.6,235000,57,5,39600
1676,University of Rio Grande(Private),0.6,144000,39,N/A,29600
1676,Washington Bible College(Private),0.6,122000,62,4,36400
1682,Guilford College(Private),0.5,185000,61,4,28600
1682,"Sterling College - Sterling, KS(Private)",0.5,127000,39,4,24600
1682,University of West Alabama(Out-of-State),0.5,101000,33,5,24000
1685,Alabama State University (ASU)(Out-of-State),0.4,99500,26,5,27500
1685,Berklee College of Music(Private),0.4,236000,49,4,62000
1685,Lynn University(Private),0.4,202000,40,4,32500
1685,SUNY - College at Potsdam(Out-of-State),0.4,124000,54,4,27000
1685,University of North Carolina at Asheville (UNCA)(Out-of-State),0.4,135000,64,5,23400
1685,University of North Carolina at Pembroke (UNCP)(Out-of-State),0.4,109000,34,5,20900
1691,Albany State University(In-State),0.3,77300,40,5,27800
1691,Colby-Sawyer College(Private),0.3,212000,50,4,42200
1691,Marywood University(Private),0.3,188000,69,4,38500
1691,Morehead State University (Kentucky)(Out-of-State),0.3,123000,43,5,24200
1695,Alcorn State University(In-State),0.2,84600,40,5,28800
1695,Alcorn State University(Out-of-State),0.2,84600,40,5,28800
1695,Art Academy of Cincinnati(Private),0.2,149000,62,4,25800
1695,Beloit College(Private),0.2,206000,80,4,28100
1695,Castleton State College(Out-of-State),0.2,145000,49,4,35600
1695,Huntington University(Private),0.2,142000,59,4,35600
1695,Johnson State College(Out-of-State),0.2,136000,36,5,29600
1695,Mount Ida College(Private),0.2,182000,41,4,39700
1695,"Seton Hill University - Greensburg, PA(Private)",0.2,178000,60,4,33600
1695,Southern Vermont College(Private),0.2,143000,36,4,34500
1695,Virginia Union University (VUU)(Private),0.2,112000,26,5,29800
1695,Wells College(Private),0.2,201000,58,4,28500
1707,Cheyney University of Pennsylvania(Out-of-State),0.1,113000,26,5,30000
1707,Jackson State University (JSU)(Out-of-State),0.1,121000,43,5,32300
1707,Kentucky Wesleyan College(Private),0.1,134000,41,4,23700
1707,Mercyhurst College(Private),0.1,183000,68,4,31500
1707,University of Dubuque(Private),0.1,146000,48,4,41400
1712,Central State University(Out-of-State),0,102000,22,5,29000
1712,Hampshire College(Private),0,244000,75,4,27400
1712,Nazareth College of Rochester(Private),0,179000,76,4,35000
1715,Bennington College(Private),-0.1,253000,67,4,24100
1715,Buena Vista University(Private),-0.1,166000,46,4,34300
1715,Kansas City Art Institute(Private),-0.1,202000,53,4,31700
1715,Marygrove College(Private),-0.1,122000,18,5,37000
1715,Savannah State University (SSU)(Out-of-State),-0.1,105000,28,5,30600
1715,University of South Carolina - Aiken Campus(In-State),-0.1,87800,39,5,23000
